Orig Order,RTH #,RSH #,TH,SH,Hanzi Parts of Speech,RTH Keyword,RSH Keyword,RTH Read,TH Read,SH Freq Meaning,SH Freq Pinyin,SH Freq,SH Freq Rank,SH Freq Group,Opt RTH,Opt RSH,RTH Lesson,RTH Merge Lesson,RSH Lesson,RSH Lesson Merged,SH and TH check,SH and TH keywords
2821,2821,2876,寓,寓,,residence,residence,yù,yù,reside/residence,yu4,0.00%,2199,8,2322,2340,RTH2-L52,RTH1-L52,RSH2-L52,RSH1-L52,SH = TH,SH key = TH key
2837,2837,2885,掏,掏,,draw out,draw out,tāo,tāo,fish out (from pocket),tao1,0.00%,2218,8,2323,2342,RTH2-L52,RTH1-L52,RSH2-L52,RSH1-L52,SH = TH,SH key = TH key
2841,2841,2887,冤,冤,,injustice,injustice,yuān,yuān,injustice/to wrong,yuan1,0.00%,2396,8,2324,2343,RTH2-L52,RTH1-L52,RSH2-L52,RSH1-L52,SH = TH,SH key = TH key
2843,2843,2888,挽,挽,v.,tow,tow,wǎn,wǎn,draw/pull/send funeral ode,wan3,0.00%,2222,8,2325,2344,RTH2-L52,RTH1-L52,RSH2-L52,RSH1-L52,SH = TH,SH key = TH key
2852,2852,2897,驕,骄,,arrogant,arrogant,jiāo,jiāo,proud/arrogant,jiao1,0.00%,2248,8,2326,2345,RTH2-L53,RTH1-L53,RSH2-L53,RSH1-L53,SH <> TH,SH key = TH key
2857,2857,2901,騷,骚,,disturb,disturb,sāo,sāo,have sex appeal,sao1,0.00%,2237,8,2327,2346,RTH2-L53,RTH1-L53,RSH2-L53,RSH1-L53,SH <> TH,SH key = TH key
2861,2861,2907,闖,闯,v.,rush,rush,chuǎng,chuǎng,to rush/break through,chuang3,0.00%,2129,8,2328,2347,RTH2-L53,RTH1-L53,RSH2-L53,RSH1-L53,SH <> TH,SH key = TH key
2884,2884,1876,薦,荐,,recommend,recommend,jiàn,jiàn,recommend (a person),jian4,0.00%,2367,8,2329,2165,RTH2-L53,RTH1-L53,RSH2-L22,RSH1-L22,SH <> TH,SH key = TH key
2886,2886,2915,瞬,瞬,,instant,instant,shùn,shùn,to wink,shun4,0.00%,2114,8,2330,2349,RTH2-L53,RTH1-L53,RSH2-L54,RSH1-L54,SH = TH,SH key = TH key
2891,2891,2611,灑,洒,v.,spill,spill,sǎ,sǎ|xiǎn,spill/sprinkle,sa3,0.00%,2283,8,2331,2289,RTH2-L53,RTH1-L53,RSH2-L40,RSH1-L40,SH <> TH,SH key = TH key
1436,1436,1467,辰,辰,,sign of the dragon,sign of the dragon,chén,chén,5th earthly branch/7-9 a.m.,chen2,0.00%,2317,8,2332,2348,RTH1-L54,RTH1-L54,RSH1-L54,RSH1-L54,SH = TH,SH key = TH key
2903,2903,2929,愧,愧,,ashamed,ashamed,kuì,kuì,ashamed,kui4,0.00%,2275,8,2333,2350,RTH2-L54,RTH1-L54,RSH2-L54,RSH1-L54,SH = TH,SH key = TH key
2906,2906,2932,壟,垄,,raised path between fields,raised path between fields,lǒng,lǒng,monopolize,long3,0.00%,2336,8,2334,2351,RTH2-L54,RTH1-L54,RSH2-L54,RSH1-L54,SH <> TH,SH key = TH key
2909,2909,2935,攏,拢,,draw near,draw near,lǒng,lǒng,collect/draw near to,long3,0.00%,2374,8,2335,2352,RTH2-L54,RTH1-L54,RSH2-L54,RSH1-L54,SH <> TH,SH key = TH key
1460,1460,850,巫,巫,,witch,witch,wū,wū,witch,wu1,0.00%,2189,8,2336,2195,RTH1-L55,RTH1-L55,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
2914,2914,2961,舅,舅,,mother's brother,mother's brother,jiù,jiù,maternal uncle,jiu4,0.00%,2375,8,2337,2358,RTH2-L55,RTH1-L55,RSH2-L55,RSH1-L55,SH = TH,SH key = TH key
2923,2923,2965,嫂,嫂,,elder brother's wife,elder brother's wife,sǎo,sǎo,older brother's wife; sister-in-law,sao3,0.00%,2142,8,2338,2359,RTH2-L55,RTH1-L55,RSH2-L55,RSH1-L55,SH = TH,SH key = TH key
2930,2930,2969,焰,焰,n.,flame,flame,yàn,yàn,flame,yan4,0.00%,2259,8,2339,2360,RTH2-L55,RTH1-L55,RSH2-L55,RSH1-L55,SH = TH,SH key = TH key
2934,2934,2972,爽,爽,adj.,frank,frank,shuǎng,shuǎng,invigorating/straightforward/frank/open/bright/clear,shuang3,0.00%,2378,8,2340,2361,RTH2-L55,RTH1-L55,RSH2-L55,RSH1-L55,SH = TH,SH key = TH key
2937,2937,2938,挪,挪,v.,transfer,transfer,nuó,nuó,to shift/to move,nuo2,0.00%,2204,8,2341,2353,RTH2-L55,RTH1-L55,RSH2-L55,RSH1-L55,SH = TH,SH key = TH key
2942,2942,2604,磚,砖,,brick,brick,zhuān,zhuān,brick,zhuan1,0.00%,2355,8,2342,2287,RTH2-L55,RTH1-L55,RSH2-L39,RSH1-L39,SH <> TH,SH key = TH key
2957,2957,2956,囑,嘱,,admonish,admonish,zhǔ,zhǔ,enjoin,zhu3,0.00%,2156,8,2343,2357,RTH2-L55,RTH1-L55,RSH2-L55,RSH1-L55,SH <> TH,SH key = TH key
2958,2958,1761,欄,栏,,railing,railing,lán,lán,fence/railing/hurdle,lan2,0.00%,2101,8,2344,2150,RTH2-L55,RTH1-L55,RSH2-L20,RSH1-L20,SH <> TH,SH key = TH key
2961,2961,2105,聳,耸,v.,shrug,shrug,sǒng,sǒng,excite/raise up/to shrug/high/lofty/towering,song3,0.00%,2163,8,2345,2199,RTH2-L55,RTH1-L55,RSH2-L26,RSH1-L26,SH <> TH,SH key = TH key
2968,2968,2954,脾,脾,,spleen,spleen,pí,pí,spleen,pi2,0.00%,2223,8,2346,2355,RTH2-L55,RTH1-L55,RSH2-L55,RSH1-L55,SH = TH,SH key = TH key
2970,2970,2955,碑,碑,,stele,stele,bēi,bēi,a monument/an upright stone tablet/stele,bei1,0.00%,2203,8,2347,2356,RTH2-L55,RTH1-L55,RSH2-L55,RSH1-L55,SH = TH,SH key = TH key
2976,2976,2941,龜,龟,,tortoise,tortoise,guī,guī|jūn|Qiū,tortoise/turtle,gui1,0.00%,2392,8,2348,2354,RTH2-L55,RTH1-L55,RSH2-L55,RSH1-L55,SH <> TH,SH key = TH key
3008,3008,3003,譚,谭,,Tan,Tan,tán,tán,(surname),tan2,0.00%,2145,8,2349,2362,RTH2-Postscript 1,RTH1-Postscript 1,RSH2-Postscript 1,RSH1-Postscript 1,SH <> TH,SH key = TH key
3010,3010,3004,姚,姚,,Yao-2,Yao-2,yáo,Yáo,Yao (a surname),yao2,0.00%,2308,8,2350,2363,RTH2-Postscript 1,RTH1-Postscript 1,RSH2-Postscript 1,RSH1-Postscript 1,SH = TH,SH key = TH key
3023,3023,3011,湘,湘,,Hunan Province,Hunan Province,xiāng,Xiāng,name of a river,xiang1,0.00%,2245,8,2351,2364,RTH2-Postscript 1,RTH1-Postscript 1,RSH2-Postscript 1,RSH1-Postscript 1,SH = TH,SH key = TH key
3028,3028,3016,瓊,琼,,fine jade,fine jade,qióng,qióng,(red stone)/beautiful,qiong2,0.00%,2205,8,2352,2365,RTH2-Postscript 1,RTH1-Postscript 1,RSH2-Postscript 1,RSH1-Postscript 1,SH <> TH,SH key = TH key
3029,3029,3017,琳,琳,,gem,gem,lín,lín,gem,lin2,0.00%,2400,8,2353,2366,RTH2-Postscript 1,RTH1-Postscript 1,RSH2-Postscript 1,RSH1-Postscript 1,SH = TH,SH key = TH key
2980,2980,2976,蝶,蝶,,butterfly (back end),butterfly (back end),dié,dié,butterfly,die2,0.00%,2306,8,2354,2087,RTH2-Compounds,,RSH2-Compounds,,SH = TH,SH key = TH key
2993,2993,2991,咖,咖,,coffee (first drop),coffee (first drop),kā,gā|kā,coffee,ka1,0.00%,2379,8,2355,2088,RTH2-Compounds,,RSH2-Compounds,,SH = TH,SH key = TH key
2994,2994,2992,啡,啡,,coffee (last drop),coffee (last drop),fēi,fēi,coffee,fei1,0.00%,2326,8,2356,2089,RTH2-Compounds,,RSH2-Compounds,,SH = TH,SH key = TH key
2995,2995,2993,葡,葡,,grapes (A),grapes (A),pú,pú,grapes,pu2,0.00%,2130,8,2357,2090,RTH2-Compounds,,RSH2-Compounds,,SH = TH,SH key = TH key
2996,2996,2994,萄,萄,,grapes (B),grapes (B),táo,táo,grapes,tao2,0.00%,2210,8,2358,2091,RTH2-Compounds,,RSH2-Compounds,,SH = TH,SH key = TH key
2997,2997,2997,吩,吩,,in-,in-,fēn,fēn,leave instructions/to order,fen1,0.00%,2299,8,2359,2092,RTH2-Compounds,,RSH2-Compounds,,SH = TH,SH key = TH key
1502,1502,1502,咕,咕,,mutter,mutter,gū,gū,mutter,gu1,0.00%,2418,9,2360,2371,RTH2-L02,RTH1-L02,RSH2-L02,RSH1-L02,SH = TH,SH key = TH key
41,41,42,丸,丸,,pill,pill,wán,wán,pill,wan2,0.00%,2462,9,2361,2372,RTH1-L03,RTH1-L03,RSH1-L03,RSH1-L03,SH = TH,SH key = TH key
62,62,66,勻,匀,adj.,uniform,uniform,yún,yún,even/evenly (divided)/uniform,yun2,0.00%,2692,9,2362,2373,RTH1-L04,RTH1-L04,RSH1-L04,RSH1-L04,SH <> TH,SH key = TH key
76,76,80,賄,贿,n.,bribe,bribe,huì,huì,bribe/bribery,hui4,0.00%,2569,9,2363,2374,RTH1-L05,RTH1-L05,RSH1-L05,RSH1-L05,SH <> TH,SH key = TH key
80,80,84,刃,刃,,blade,blade,rèn,rèn,edge of blade,ren4,0.00%,2700,9,2364,2375,RTH1-L05,RTH1-L05,RSH1-L05,RSH1-L05,SH = TH,SH key = TH key
87,87,91,叮,叮,v.,sting,sting,dīng,dīng,sting (of mosquito)/to ask,ding1,0.00%,2611,9,2365,2376,RTH1-L05,RTH1-L05,RSH1-L05,RSH1-L05,SH = TH,SH key = TH key
133,133,143,泳,泳,v.,swim,swim,yǒng,yǒng,swimming/to swim,yong3,0.00%,2607,9,2366,2378,RTH1-L08,RTH1-L08,RSH1-L08,RSH1-L08,SH = TH,SH key = TH key
135,135,145,沼,沼,,marsh,marsh,zhǎo,zhǎo,pond/pool,zhao3,0.00%,2480,9,2367,2379,RTH1-L08,RTH1-L08,RSH1-L08,RSH1-L08,SH = TH,SH key = TH key
138,138,148,汁,汁,n.,juice,juice,zhī,zhī,juice,zhi1,0.00%,2540,9,2368,2380,RTH1-L08,RTH1-L08,RSH1-L08,RSH1-L08,SH = TH,SH key = TH key
152,152,165,哇,哇,,waaah!,waaah!,wa,wa|wā,sound of child's crying,wa1/wa,0.00%,2433,9,2369,2381,RTH1-L08,RTH1-L08,RSH1-L08,RSH1-L08,SH = TH,SH key = TH key
1523,1523,1533,沾,沾,,soak,soak,zhān,zhān,"infected by/moisten/receive favors, moisten",zhan1,0.00%,2402,9,2370,2382,RTH2-L08,RTH1-L08,RSH2-L08,RSH1-L08,SH = TH,SH key = TH key
1528,1528,1541,涯,涯,n.,bank,bank,yá,yá,border/horizon/shore,ya2,0.00%,2604,9,2371,2383,RTH2-L08,RTH1-L08,RSH2-L08,RSH1-L08,SH = TH,SH key = TH key
1532,1532,1547,炒,炒,v.,stir-fry,stir-fry,chǎo,chǎo,saute/pan-fry/to fry/fried,chao3,0.00%,2590,9,2372,2384,RTH2-L08,RTH1-L08,RSH2-L08,RSH1-L08,SH = TH,SH key = TH key
1536,1536,1552,嘿,嘿,,Hey!,Hey!,hēi,hēi,hey,hei1,0.00%,2423,9,2373,2386,RTH2-L09,RTH1-L09,RSH2-L09,RSH1-L09,SH = TH,SH key = TH key
1540,1540,2370,濱,滨,,water's edge,water's edge,bīn,bīn,shore/beach/coast/bank,bin1,0.00%,2474,9,2374,2517,RTH2-L09,RTH1-L09,RSH2-L34,RSH1-L34,SH <> TH,SH key = TH key
204,204,217,沫,沫,,foam,foam,mò,mò,foam/suds,mo4,0.00%,2495,9,2375,2387,RTH1-L10,RTH1-L10,RSH1-L10,RSH1-L10,SH = TH,SH key = TH key
222,222,236,瞄,瞄,v.,aim,aim,miáo,miáo,to aim,miao2,0.00%,2565,9,2376,2388,RTH1-L10,RTH1-L10,RSH1-L10,RSH1-L10,SH = TH,SH key = TH key
1542,1542,1561,棚,棚,n.,shed,shed,péng,péng,shed,peng2,0.00%,2448,9,2377,2389,RTH2-L10,RTH1-L10,RSH2-L10,RSH1-L10,SH = TH,SH key = TH key
1555,1555,1575,焚,焚,v.,burn,burn,fén,fén,burn,fen2,0.00%,2498,9,2378,2390,RTH2-L10,RTH1-L10,RSH2-L10,RSH1-L10,SH = TH,SH key = TH key
1558,1558,1579,株,株,,tree trunk,tree trunk,zhū,zhū,"(a measure word, use with plants)/trunk of tree",zhu1,0.00%,2482,9,2379,2392,RTH2-L10,RTH1-L10,RSH2-L10,RSH1-L10,SH = TH,SH key = TH key
1564,1564,1586,寞,寞,,solitary,solitary,mò,mò,lonesome,mo4,0.00%,2601,9,2380,2393,RTH2-L10,RTH1-L10,RSH2-L10,RSH1-L10,SH = TH,SH key = TH key
225,225,239,犬,犬,,pooch,pooch,quǎn,quǎn,dog,quan3,0.00%,2649,9,2381,2394,RTH1-L11,RTH1-L11,RSH1-L11,RSH1-L11,SH = TH,SH key = TH key
1588,1588,1613,鈔,钞,,paper money,paper money,chāo,chāo,money/paper money,chao1,0.00%,2647,9,2382,2397,RTH2-L12,RTH1-L12,RSH2-L12,RSH1-L12,SH <> TH,SH key = TH key
273,273,299,逛,逛,v.,stroll,stroll,guàng,guàng,to stroll/to visit,guang4,0.00%,2642,9,2383,2398,RTH1-L13,RTH1-L13,RSH1-L13,RSH1-L13,SH = TH,SH key = TH key
280,280,306,逾,逾,,exceed,exceed,yú,yú,"exceed/jump over, to exceed/to go beyond/to jump over",yu2,0.00%,2610,9,2384,2399,RTH1-L13,RTH1-L13,RSH1-L13,RSH1-L13,SH = TH,SH key = TH key
1599,1599,1625,輻,辐,,spokes,spokes,fú,fú,spoke of a wheel,fu2,0.00%,2428,9,2385,2400,RTH2-L13,RTH1-L13,RSH2-L13,RSH1-L13,SH <> TH,SH key = TH key
1606,1606,1636,膏,膏,,ointment,ointment,gāo,gāo|gào,ointment/paste,gao1,0.00%,2673,9,2386,2402,RTH2-L14,RTH1-L14,RSH2-L14,RSH1-L14,SH = TH,SH key = TH key
1610,1610,1640,鯨,鲸,,whale,whale,jīng,jīng,whale,jing1,0.00%,2618,9,2387,2403,RTH2-L14,RTH1-L14,RSH2-L14,RSH1-L14,SH <> TH,SH key = TH key
319,319,345,敞,敞,,spacious,spacious,chǎng,chǎng,spacious/uncovered,chang3,0.00%,2592,9,2388,2404,RTH1-L15,RTH1-L15,RSH1-L15,RSH1-L15,SH = TH,SH key = TH key
1612,1612,2151,晝,昼,,daylight,daylight,zhòu,zhòu,daytime,zhou4,0.00%,2651,9,2389,2478,RTH2-L15,RTH1-L15,RSH2-L28,RSH1-L28,SH <> TH,SH key = TH key
352,352,375,賤,贱,,cheap,cheap,jiàn,jiàn,inexpensive/lowly,jian4,0.00%,2589,9,2390,2406,RTH1-L16,RTH1-L16,RSH1-L16,RSH1-L16,SH <> TH,SH key = TH key
1635,1635,1663,栽,栽,v.,sow,sow,zāi,zāi,to force/to stick in/to plant,zai1,0.00%,2401,9,2391,2407,RTH2-L16,RTH1-L16,RSH2-L16,RSH1-L16,SH = TH,SH key = TH key
1637,1637,1665,蔑,蔑,,despise,despise,miè,miè,belittle/nothing,mie4,0.00%,2575,9,2392,2408,RTH2-L16,RTH1-L16,RSH2-L16,RSH1-L16,SH = TH,SH key = TH key
1642,1642,2529,蘋,苹,,apple,apple,píng,píng,"marsiliaceae/clover fern, (artemisia)/duckweed, apple",pin2/ping2,0.00%,2478,9,2393,2550,RTH2-L17,RTH1-L17,RSH2-L38,RSH1-L38,SH <> TH,SH key = TH key
1644,1644,1672,趟,趟,,trip,trip,tàng,tàng|tāng,a time/a trip,tang4,0.00%,2457,9,2394,2409,RTH2-L17,RTH1-L17,RSH2-L17,RSH1-L17,SH = TH,SH key = TH key
1645,1645,1673,堤,堤,,dike,dike,dī,dī,dike,di1,0.00%,2464,9,2395,2410,RTH2-L17,RTH1-L17,RSH2-L17,RSH1-L17,SH = TH,SH key = TH key
400,400,427,霜,霜,n.,frost,frost,shuāng,shuāng,frost,shuang1,0.00%,2631,9,2396,2412,RTH1-L18,RTH1-L18,RSH1-L18,RSH1-L18,SH = TH,SH key = TH key
409,409,445,泣,泣,,weep,weep,qì,qì,to sob,qi4,0.00%,2449,9,2397,2414,RTH1-L18,RTH1-L18,RSH1-L18,RSH1-L18,SH = TH,SH key = TH key
434,434,470,乞,乞,,beg,beg,qǐ,qǐ,beg,qi3,0.00%,2429,9,2398,2415,RTH1-L18,RTH1-L18,RSH1-L18,RSH1-L18,SH = TH,SH key = TH key
446,446,481,諮,咨,,consult with,consult with,zī,zī,consult,zi1,0.00%,2408,9,2399,2416,RTH1-L18,RTH1-L18,RSH1-L18,RSH1-L18,SH <> TH,SH key = TH key
1658,1658,1685,帆,帆,n.,sail,sail,fān,fān,sail,fan1,0.00%,2459,9,2400,2417,RTH2-L18,RTH1-L18,RSH2-L18,RSH1-L18,SH = TH,SH key = TH key
1670,1670,1699,轎,轿,,sedan chair,sedan chair,jiào,jiào,sedan chair,jiao4,0.00%,2447,9,2401,2418,RTH2-L18,RTH1-L18,RSH2-L18,RSH1-L18,SH <> TH,SH key = TH key
1671,1671,1700,垃,垃,,garbage,garbage,lā,lā|lè,,la1,0.00%,2628,9,2402,2419,RTH2-L18,RTH1-L18,RSH2-L18,RSH1-L18,SH = TH,SH key = TH key
1676,1676,1704,匙,匙,n.,spoon,spoon,chí,shi|chí,spoon,chi2/shi,0.00%,2476,9,2403,2420,RTH2-L18,RTH1-L18,RSH2-L18,RSH1-L18,SH = TH,SH key = TH key
1677,1677,1705,乖,乖,,well-behaved,well-behaved,guāi,guāi,"(of a child) obedient, well-behaved/clever",guai1,0.00%,2470,9,2404,2421,RTH2-L18,RTH1-L18,RSH2-L18,RSH1-L18,SH = TH,SH key = TH key
1681,1681,1710,諧,谐,,in accord,in accord,xié,xié,harmonious,xie2,0.00%,2416,9,2405,2422,RTH2-L18,RTH1-L18,RSH2-L18,RSH1-L18,SH <> TH,SH key = TH key
1684,1684,1714,霉,霉,n.,mildew,mildew,méi,méi,bacteria/fungi/moldy,mei2,0.00%,2425,9,2406,2423,RTH2-L18,RTH1-L18,RSH2-L18,RSH1-L18,SH = TH,SH key = TH key
1685,1685,1715,迄,迄,,so far,so far,qì,qì,as yet/until,qi4,0.00%,2549,9,2407,2424,RTH2-L18,RTH1-L18,RSH2-L18,RSH1-L18,SH = TH,SH key = TH key
1687,1687,1717,坎,坎,n.,hump,hump,kǎn,kǎn,pit/threshold,kan3,0.00%,2446,9,2408,2425,RTH2-L18,RTH1-L18,RSH2-L18,RSH1-L18,SH = TH,SH key = TH key
451,451,486,韻,韵,n.,rhyme,rhyme,yùn,yùn,rhyme,yun4,0.00%,2501,9,2409,2426,RTH1-L19,RTH1-L19,RSH1-L19,RSH1-L19,SH <> TH,SH key = TH key
467,467,499,兌,兑,v.,convert,convert,duì,duì,to cash,dui4,0.00%,2424,9,2410,2427,RTH1-L19,RTH1-L19,RSH1-L19,RSH1-L19,SH <> TH,SH key = TH key
1690,1690,1720,剖,剖,,cut open,cut open,pōu,pōu,to cut,pou1,0.00%,2484,9,2411,2428,RTH2-L19,RTH1-L19,RSH2-L19,RSH1-L19,SH = TH,SH key = TH key
1698,1698,1728,坊,坊,,workshop,workshop,fáng,fāng|fáng,subdivision of a city,fang1,0.00%,2542,9,2412,2429,RTH2-L19,RTH1-L19,RSH2-L19,RSH1-L19,SH = TH,SH key = TH key
1703,1703,1735,榜,榜,,roster,roster,bǎng,bǎng|bàng,a notice or announcement/a list of names/public roll of successful examinees,bang3,0.00%,2556,9,2413,2430,RTH2-L19,RTH1-L19,RSH2-L19,RSH1-L19,SH = TH,SH key = TH key
1745,1745,1775,塌,塌,,fall down,fall down,tā,tā,collapse,ta1,0.00%,2465,9,2414,2432,RTH2-L20,RTH1-L20,RSH2-L20,RSH1-L20,SH = TH,SH key = TH key
1750,1750,1576,廂,厢,,side room,side room,xiāng,xiāng,box (in theater)/side room,xiang1,0.00%,2467,9,2415,2391,RTH2-L21,RTH1-L21,RSH2-L10,RSH1-L10,SH <> TH,SH key = TH key
1761,1761,1808,恍,恍,,all of a sudden,all of a sudden,huǎng,huǎng,disappointed/flurried/indistinct,huang3,0.00%,2535,9,2416,2434,RTH2-L21,RTH1-L21,RSH2-L21,RSH1-L21,SH = TH,SH key = TH key
1777,1777,1816,憎,憎,,loathe,loathe,zēng,zēng,detest,zeng1,0.00%,2617,9,2417,2435,RTH2-L21,RTH1-L21,RSH2-L21,RSH1-L21,SH = TH,SH key = TH key
1788,1788,1823,泌,泌,,secrete,secrete,mì,mì,secrete/pour off,bi4/mi4,0.00%,2609,9,2418,2436,RTH2-L21,RTH1-L21,RSH2-L21,RSH1-L21,SH = TH,SH key = TH key
554,554,1184,蟻,蚁,,ant,ant,yǐ,yǐ,ant,yi3,0.00%,2517,9,2419,2548,RTH1-L22,RTH1-L22,RSH1-L38,RSH1-L38,SH <> TH,SH key = TH key
1804,1804,1842,捏,捏,v.,pinch,pinch,niē,niē,to pinch (with one's fingers)/to knead/to make up,nie1,0.00%,2472,9,2420,2439,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
1822,1822,1862,捆,捆,,lash together,lash together,kǔn,kǔn,a bunch/tie together/bundle,kun3,0.00%,2640,9,2421,2440,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
1839,1839,1880,圾,圾,n.,trash,trash,jī,jī|sè,,ji1,0.00%,2634,9,2422,2441,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
1842,1842,2752,嗓,嗓,,voicebox,voicebox,sǎng,sǎng,throat/voice,sang3,0.00%,2496,9,2423,2580,RTH2-L22,RTH1-L22,RSH2-L46,RSH1-L46,SH = TH,SH key = TH key
1843,1843,1885,寇,寇,n.,outlaw,outlaw,kòu,kòu,bandit,kou4,0.00%,2567,9,2424,2442,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
1852,1852,1894,淑,淑,,graceful,graceful,shū,shū,,shu1,0.00%,2643,9,2425,2443,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
1856,1856,1897,販,贩,,peddler,peddler,fàn,fàn,deal in/trade in/to peddle/to sell,fan4,0.00%,2466,9,2426,2444,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH <> TH,SH key = TH key
1889,1889,1947,頌,颂,,extol,extol,sòng,sòng,to praise,song4,0.00%,2414,9,2427,2450,RTH2-L23,RTH1-L23,RSH2-L23,RSH1-L23,SH <> TH,SH key = TH key
1913,1913,1970,耿,耿,,dedicated,dedicated,gěng,gěng,(surname)/bright,geng3,0.00%,2687,9,2428,2452,RTH2-L24,RTH1-L24,RSH2-L24,RSH1-L24,SH = TH,SH key = TH key
1917,1917,1975,娶,娶,,take a wife,take a wife,qǔ,qǔ,take a wife,qu3,0.00%,2494,9,2429,2453,RTH2-L24,RTH1-L24,RSH2-L24,RSH1-L24,SH = TH,SH key = TH key
1919,1919,1982,熙,熙,,splendid,splendid,xī,xī,prosperous/splendid,xi1,0.00%,2485,9,2430,2454,RTH2-L24,RTH1-L24,RSH2-L24,RSH1-L24,SH = TH,SH key = TH key
1921,1921,1985,募,募,v.,recruit,recruit,mù,mù,canvass for contributions/to recruit/to collect/to raise,mu4,0.00%,2657,9,2431,2455,RTH2-L24,RTH1-L24,RSH2-L24,RSH1-L24,SH = TH,SH key = TH key
1938,1938,2000,衍,衍,,develop,develop,yǎn,yǎn,to spread out/to develop/to overflow/to amplify,yan3,0.00%,2437,9,2432,2456,RTH2-L24,RTH1-L24,RSH2-L24,RSH1-L24,SH = TH,SH key = TH key
726,726,781,謎,谜,,riddle,riddle,mí,mí|mèi,riddle,mi2,0.00%,2471,9,2433,2457,RTH1-L25,RTH1-L25,RSH1-L25,RSH1-L25,SH <> TH,SH key = TH key
1941,1941,2003,禿,秃,,bald,bald,tū,tū,bald/blunt,tu1,0.00%,2521,9,2434,2458,RTH2-L25,RTH1-L25,RSH2-L25,RSH1-L25,SH <> TH,SH key = TH key
1954,1954,2010,穎,颖,,clever,clever,yǐng,yǐng,clever/gifted,ying3,0.00%,2514,9,2435,2459,RTH2-L25,RTH1-L25,RSH2-L25,RSH1-L25,SH <> TH,SH key = TH key
1969,1969,2040,糕,糕,,cake,cake,gāo,gāo,cake,gao1,0.00%,2413,9,2436,2461,RTH2-L25,RTH1-L25,RSH2-L25,RSH1-L25,SH = TH,SH key = TH key
1973,1973,2034,菊,菊,,chrysanthemum,chrysanthemum,jú,jú,chrysanthemum,ju2,0.00%,2509,9,2437,2460,RTH2-L25,RTH1-L25,RSH2-L25,RSH1-L25,SH = TH,SH key = TH key
1976,1976,1931,燦,灿,,brilliant,brilliant,càn,càn,glorious/bright/brilliant/lustrous/resplendent,can4,0.00%,2591,9,2438,2448,RTH2-L25,RTH1-L25,RSH2-L23,RSH1-L23,SH <> TH,SH key = TH key
1980,1980,1969,斃,毙,,die a violent death,die a violent death,bì,bì,die violently,bi4,0.00%,2534,9,2439,2451,RTH2-L25,RTH1-L25,RSH2-L24,RSH1-L24,SH <> TH,SH key = TH key
737,737,2089,囚,囚,,prisoner,prisoner,qiú,qiú,prisoner,qiu2,0.00%,2594,9,2440,2466,RTH1-L26,RTH1-L26,RSH2-L26,RSH1-L26,SH = TH,SH key = TH key
780,780,842,丙,丙,,third,third,bǐng,bǐng,the third of the ten heavenly stems/the third position/third/number three,bing3,0.00%,2645,9,2441,2463,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
2004,2004,2068,倚,倚,,count on,count on,yǐ,yǐ,to lean on/rely upon,yi3,0.00%,2620,9,2442,2464,RTH2-L26,RTH1-L26,RSH2-L26,RSH1-L26,SH = TH,SH key = TH key
2018,2018,2084,侮,侮,v.,insult,insult,wǔ,wǔ,insult,wu3,0.00%,2621,9,2443,2465,RTH2-L26,RTH1-L26,RSH2-L26,RSH1-L26,SH = TH,SH key = TH key
2026,2026,2091,侄,侄,,nephew,nephew,zhí,zhí,"nephew, nephew (of the same surname)",zhi2,0.00%,2664,9,2444,2467,RTH2-L26,RTH1-L26,RSH2-L26,RSH1-L26,SH = TH,SH key = TH key
2031,2031,2093,傍,傍,,close to,close to,bàng,bàng,"near (approaching), near/nestle",bang1/bang4,0.00%,2558,9,2445,2468,RTH2-L26,RTH1-L26,RSH2-L26,RSH1-L26,SH = TH,SH key = TH key
2033,2033,2944,淹,淹,,inundate,inundate,yān,yān,drown/submerge,yan1,0.00%,2580,9,2446,2616,RTH2-L26,RTH1-L26,RSH2-L55,RSH1-L55,SH = TH,SH key = TH key
2042,2042,2102,杖,杖,,cane,cane,zhàng,zhàng,"cane, walking stick",zhang4,0.00%,2435,9,2447,2469,RTH2-L26,RTH1-L26,RSH2-L26,RSH1-L26,SH = TH,SH key = TH key
2045,2045,1524,頰,颊,,cheek,cheek,jiá,jiá,cheeks,jia2,0.00%,2655,9,2448,2377,RTH2-L26,RTH1-L26,RSH2-L07,RSH1-L07,SH <> TH,SH key = TH key
2051,2051,2106,挫,挫,,frustrate,frustrate,cuò,cuò,be obstructed/fail/oppress/repress/lower the tone/bend back/dampen,cuo4,0.00%,2426,9,2449,2470,RTH2-L26,RTH1-L26,RSH2-L26,RSH1-L26,SH = TH,SH key = TH key
