Orig Order,RTH #,RSH #,TH,SH,Hanzi Parts of Speech,RTH Keyword,RSH Keyword,RTH Read,TH Read,SH Freq Meaning,SH Freq Pinyin,SH Freq,SH Freq Rank,SH Freq Group,Opt RTH,Opt RSH,RTH Lesson,RTH Merge Lesson,RSH Lesson,RSH Lesson Merged,SH and TH check,SH and TH keywords
2412,2412,1934,豈,岂,,(rhetorical question),(rhetorical question),qǐ,qǐ,how can it be that,qi3,0.01%,1726,6,1665,1596,RTH2-L37,RTH1-L37,RSH2-L23,RSH1-L23,SH <> TH,SH key = TH key
2418,2418,2485,孟,孟,,Mencius,Mencius,mèng,mèng,first month/eldest brother/(surname),meng4,0.01%,1575,6,1666,1694,RTH2-L37,RTH1-L37,RSH2-L37,RSH1-L37,SH = TH,SH key = TH key
2423,2423,2492,盜,盗,,master thief,master thief,dào,dào,steal/rob/plunder/a thief/bandit/robber,dao4,0.01%,1619,6,1667,1695,RTH2-L37,RTH1-L37,RSH2-L37,RSH1-L37,SH <> TH,SH key = TH key
2431,2431,2497,鑑,鉴,v.,probe,probe,jiàn,jiàn,example/mirror/to view/reflection/to reflect/to inspect/to warn/(ancient bronze mirror),jian4,0.01%,1655,6,1668,1696,RTH2-L37,RTH1-L37,RSH2-L37,RSH1-L37,SH <> TH,SH key = TH key
2434,2434,1988,拋,抛,v.,toss,toss,pāo,pāo,to throw/to toss/to fling/to cast/to abandon,pao1,0.01%,1692,6,1669,1607,RTH2-L37,RTH1-L37,RSH2-L24,RSH1-L24,SH <> TH,SH key = TH key
2440,2440,2506,狠,狠,,ruthless,ruthless,hěn,hěn,fierce/very,hen3,0.01%,1654,6,1670,1698,RTH2-L37,RTH1-L37,RSH2-L37,RSH1-L37,SH = TH,SH key = TH key
2447,2447,1587,貓,猫,,cat,cat,māo,māo|máo,cat/pussy,mao1,0.01%,1673,6,1671,1522,RTH2-L37,RTH1-L37,RSH2-L11,RSH1-L11,SH <> TH,SH key = TH key
2448,2448,1903,貌,貌,,mien,mien,mào,mào,appearance,mao4,0.01%,1595,6,1672,1592,RTH2-L37,RTH1-L37,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
2450,2450,2514,狼,狼,,wolf,wolf,láng,láng,wolf,lang2,0.01%,1708,6,1673,1700,RTH2-L37,RTH1-L37,RSH2-L37,RSH1-L37,SH = TH,SH key = TH key
2453,2453,2519,飾,饰,,ornaments,ornaments,shì,shì,adorn/ornaments,shi4,0.01%,1604,6,1674,1701,RTH2-L37,RTH1-L37,RSH2-L37,RSH1-L37,SH <> TH,SH key = TH key
2454,2454,2520,飲,饮,,beverage,beverage,yǐn,yǐn|yìn,drink,yin3,0.01%,1569,6,1675,1702,RTH2-L37,RTH1-L37,RSH2-L37,RSH1-L37,SH <> TH,SH key = TH key
1109,1109,1168,稀,稀,,scarce,scarce,xī,xī,diluted/sparse,xi1,0.00%,1788,6,1676,1703,RTH1-L38,RTH1-L38,RSH1-L38,RSH1-L38,SH = TH,SH key = TH key
2470,2470,2699,拔,拔,,pull out,pull out,bá,bá,pull up/pull out/select/promote,ba2,0.01%,1502,6,1677,1745,RTH2-L38,RTH1-L38,RSH2-L43,RSH1-L43,SH = TH,SH key = TH key
2474,2474,2543,噸,吨,,ton,ton,dūn,dūn,"ton, ton",dun1/dun4,0.01%,1700,6,1678,1707,RTH2-L38,RTH1-L38,RSH2-L38,RSH1-L38,SH <> TH,SH key = TH key
2476,2476,2173,屆,届,,fall due,fall due,jiè,jiè,"arrive at (place or time)/period/to become due/measure words for events (e.g., meetings, elections)",jie4,0.01%,1522,6,1679,1645,RTH2-L38,RTH1-L38,RSH2-L29,RSH1-L29,SH <> TH,SH key = TH key
2477,2477,2546,齒,齿,,teeth,teeth,chǐ,chǐ,tooth,chi3,0.00%,1773,6,1680,1708,RTH2-L38,RTH1-L38,RSH2-L38,RSH1-L38,SH <> TH,SH key = TH key
2479,2479,2547,齡,龄,,length of service,length of service,líng,líng,age,ling2,0.01%,1510,6,1681,1709,RTH2-L38,RTH1-L38,RSH2-L38,RSH1-L38,SH <> TH,SH key = TH key
2486,2486,2556,臂,臂,n.,arm,arm,bì,bì|bei,arm,bi4,0.01%,1688,6,1682,1710,RTH2-L38,RTH1-L38,RSH2-L38,RSH1-L38,SH = TH,SH key = TH key
2495,2495,2560,糾,纠,,entangle,entangle,jiū,jiū,gather together/to investigate/to entangle/correct,jiu1,0.01%,1723,6,1683,1711,RTH2-L38,RTH1-L38,RSH2-L38,RSH1-L38,SH <> TH,SH key = TH key
2496,2496,2350,凌,凌,v.,bully,bully,líng,líng,encroach/soar/thick ice,ling2,0.01%,1731,6,1684,1675,RTH2-L38,RTH1-L38,RSH2-L34,RSH1-L34,SH = TH,SH key = TH key
1159,1159,1218,績,绩,,accomplishments,accomplishments,jì,jì,merit/accomplishment,ji1/ji4,0.01%,1547,6,1685,1712,RTH1-L39,RTH1-L39,RSH1-L39,RSH1-L39,SH <> TH,SH key = TH key
1168,1168,1227,割,割,v.,cut off,cut off,gē,gē,cut off,ge1,0.01%,1665,6,1686,1713,RTH1-L39,RTH1-L39,RSH1-L39,RSH1-L39,SH = TH,SH key = TH key
1169,1169,1228,慧,慧,,intelligent,intelligent,huì,huì,intelligent,hui4,0.01%,1505,6,1687,1714,RTH1-L39,RTH1-L39,RSH1-L39,RSH1-L39,SH = TH,SH key = TH key
1175,1175,1241,勤,勤,,diligent,diligent,qín,qín,diligent/frequent,qin2,0.01%,1565,6,1688,1716,RTH1-L39,RTH1-L39,RSH1-L39,RSH1-L39,SH = TH,SH key = TH key
1183,1183,1243,垂,垂,,droop,droop,chuí,chuí,to hang (down)/droop/dangle/bend down/hand down/bequeath/nearly/almost/to approach,chui2,0.01%,1592,6,1689,1717,RTH1-L39,RTH1-L39,RSH1-L39,RSH1-L39,SH = TH,SH key = TH key
2507,2507,2567,猜,猜,,guess,guess,cāi,cāi,to guess,cai1,0.01%,1598,6,1690,1718,RTH2-L39,RTH1-L39,RSH2-L39,RSH1-L39,SH = TH,SH key = TH key
2511,2511,2570,牲,牲,,domestic animal,domestic animal,shēng,shēng,domestic animal,sheng1,0.01%,1582,6,1691,1719,RTH2-L39,RTH1-L39,RSH2-L39,RSH1-L39,SH = TH,SH key = TH key
2517,2517,2591,轄,辖,,administer,administer,xiá,xiá,have jurisdiction over,xia2,0.01%,1643,6,1692,1723,RTH2-L39,RTH1-L39,RSH2-L39,RSH1-L39,SH <> TH,SH key = TH key
2520,2520,1642,潔,洁,,spotless,spotless,jié,jié,clean,jie2,0.01%,1531,6,1693,1539,RTH2-L39,RTH1-L39,RSH2-L14,RSH1-L14,SH <> TH,SH key = TH key
2523,2523,2583,鋒,锋,,cutting edge,cutting edge,fēng,fēng,point or edge of a tool,feng1,0.01%,1671,6,1694,1722,RTH2-L39,RTH1-L39,RSH2-L39,RSH1-L39,SH <> TH,SH key = TH key
2527,2527,2596,奏,奏,,play an instrument,play an instrument,zòu,zòu,present a memorial,zou4,0.01%,1543,6,1695,1724,RTH2-L39,RTH1-L39,RSH2-L39,RSH1-L39,SH = TH,SH key = TH key
2533,2533,2508,艱,艰,,arduous,arduous,jiān,jiān,difficult/hard/hardship,jian1,0.01%,1647,6,1696,1699,RTH2-L39,RTH1-L39,RSH2-L37,RSH1-L37,SH <> TH,SH key = TH key
1195,1195,1259,漂,漂,v.,drift,drift,piào,piǎo|piào|piāo,"to float/to drift, to bleach, elegant/polished",piao1/piao3/piao4,0.01%,1568,6,1697,1725,RTH1-L40,RTH1-L40,RSH1-L40,RSH1-L40,SH = TH,SH key = TH key
2539,2539,2608,琴,琴,,stringed instrument,stringed instrument,qín,qín,(mus. instr.),qin2,0.01%,1701,6,1698,1726,RTH2-L40,RTH1-L40,RSH2-L40,RSH1-L40,SH = TH,SH key = TH key
2542,2542,1618,遷,迁,,resituate,resituate,qiān,qiān,to move/to shift,qian1,0.01%,1630,6,1699,1533,RTH2-L40,RTH1-L40,RSH2-L13,RSH1-L13,SH <> TH,SH key = TH key
2544,2544,2617,飄,飘,v.,flutter,flutter,piāo,piāo,to float,piao1,0.01%,1527,6,1700,1728,RTH2-L40,RTH1-L40,RSH2-L40,RSH1-L40,SH <> TH,SH key = TH key
1203,1203,1264,閒,闲,,leisure,leisure,xián,xián,to stay idle/to be unoccupied/not busy/leisure/enclosure,xian2,0.01%,1529,6,1701,1729,RTH1-L41,RTH1-L41,RSH1-L41,RSH1-L41,SH <> TH,SH key = TH key
1216,1216,1273,侯,侯,,marquis,marquis,hóu,hóu,marquis,hou2,0.01%,1756,6,1702,1730,RTH1-L41,RTH1-L41,RSH1-L41,RSH1-L41,SH = TH,SH key = TH key
1221,1221,1229,韋,韦,,tanned hide,tanned hide,wéi,wéi,(surname)/soft leather,wei2,0.01%,1667,6,1703,1715,RTH1-L41,RTH1-L41,RSH1-L39,RSH1-L39,SH <> TH,SH key = TH key
18,18,19,吾,吾,,I (literary),I (literary),wú,wú,I/my,wu2,0.01%,1649,6,1704,1731,RTH1-L02,RTH1-L02,RSH1-L02,RSH1-L02,SH = TH,SH key = TH key
2546,2546,2619,闊,阔,,broad,broad,kuò,kuò,rich/wide/broad,kuo4,0.01%,1675,6,1705,1732,RTH2-L41,RTH1-L41,RSH2-L41,RSH1-L41,SH <> TH,SH key = TH key
2549,2549,2621,閣,阁,,cabinet,cabinet,gé,gé,council-chamber/shelf,ge2,0.01%,1682,6,1706,1733,RTH2-L41,RTH1-L41,RSH2-L41,RSH1-L41,SH <> TH,SH key = TH key
2558,2558,2455,蒼,苍,,ash-colored,ash-colored,cāng,cāng,dark blue/fly/musca/deep green,cang1,0.01%,1728,6,1707,1689,RTH2-L41,RTH1-L41,RSH2-L36,RSH1-L36,SH <> TH,SH key = TH key
2575,2575,2638,肝,肝,,liver,liver,gān,gān,liver,gan1,0.00%,1760,6,1708,1734,RTH2-L42,RTH1-L42,RSH2-L42,RSH1-L42,SH = TH,SH key = TH key
2581,2581,2649,敘,叙,v.,recount,recount,xù,xù,narrate/abbreviation for Syria,xu4,0.01%,1607,6,1709,1736,RTH2-L42,RTH1-L42,RSH2-L42,RSH1-L42,SH <> TH,SH key = TH key
2582,2582,2648,塗,涂,v.,smear,smear,tú,tū|tú,"to smear/daub, (surname)/to smear/daub/to apply (paint)/to spread",tu2,0.01%,1735,6,1710,1735,RTH2-L42,RTH1-L42,RSH2-L42,RSH1-L42,SH <> TH,SH key = TH key
2583,2583,2651,斜,斜,,slanting,slanting,xié,xié,slanting,xie2,0.00%,1786,6,1711,1737,RTH2-L42,RTH1-L42,RSH2-L42,RSH1-L42,SH = TH,SH key = TH key
2589,2589,2609,煉,炼,,refine,refine,liàn,liàn,"refine/smelt, refine",lian4,0.00%,1763,6,1712,1727,RTH2-L42,RTH1-L42,RSH2-L40,RSH1-L40,SH <> TH,SH key = TH key
2591,2591,1505,腫,肿,,swollen,swollen,zhǒng,zhǒng,swollen,zhong3,0.00%,1792,6,1713,1503,RTH2-L42,RTH1-L42,RSH2-L03,RSH1-L03,SH <> TH,SH key = TH key
2592,2592,2657,董,董,,director,director,dǒng,dǒng,(surname)/supervise/to direct/director,dong3,0.01%,1629,6,1714,1738,RTH2-L42,RTH1-L42,RSH2-L42,RSH1-L42,SH = TH,SH key = TH key
1249,1249,1296,瘋,疯,,insane,insane,fēng,fēng,insane/mad/wild,feng1,0.01%,1549,6,1715,1739,RTH1-L43,RTH1-L43,RSH1-L43,RSH1-L43,SH <> TH,SH key = TH key
2596,2596,2661,疼,疼,v.,hurt,hurt,téng,téng,(it) hurts/love fondly/ache/pain/sore,teng2,0.01%,1710,6,1716,1740,RTH2-L43,RTH1-L43,RSH2-L43,RSH1-L43,SH = TH,SH key = TH key
2598,2598,2664,疫,疫,,epidemic,epidemic,yì,yì,epidemic/plague,yi4,0.00%,1791,6,1717,1741,RTH2-L43,RTH1-L43,RSH2-L43,RSH1-L43,SH = TH,SH key = TH key
2599,2599,2665,癌,癌,,cancer,cancer,ái,ái,"cancer, cancer (old pronuniation)/carcinoma",ai2/yan2,0.00%,1799,6,1718,1742,RTH2-L43,RTH1-L43,RSH2-L43,RSH1-L43,SH = TH,SH key = TH key
2600,2600,2666,疲,疲,,fatigued,fatigued,pí,pí,weary,pi2,0.00%,1778,6,1719,1743,RTH2-L43,RTH1-L43,RSH2-L43,RSH1-L43,SH = TH,SH key = TH key
2628,2628,2691,抑,抑,v.,curb,curb,yì,yì,to restrain/to restrict/to keep down/or,yi4,0.01%,1748,6,1720,1744,RTH2-L43,RTH1-L43,RSH2-L43,RSH1-L43,SH = TH,SH key = TH key
1268,1268,1311,慘,惨,,wretched,wretched,cǎn,cǎn,miserable/wretched/cruel/inhuman/seriously/badly/tragic,can3,0.01%,1530,6,1721,1746,RTH1-L44,RTH1-L44,RSH1-L44,RSH1-L44,SH <> TH,SH key = TH key
1273,1273,1316,顏,颜,n.,countenance,countenance,yán,yán,(surname)/color/countenance,yan2,0.01%,1545,6,1722,1747,RTH1-L44,RTH1-L44,RSH1-L44,RSH1-L44,SH <> TH,SH key = TH key
2651,2651,2714,紋,纹,n.,design,design,wén,wén,line/trace/mark,wen2,0.00%,1768,6,1723,1748,RTH2-L44,RTH1-L44,RSH2-L44,RSH1-L44,SH <> TH,SH key = TH key
2659,2659,2726,肥,肥,,plump,plump,féi,féi,loose-fitting/fat/fertile,fei2,0.01%,1620,6,1724,1751,RTH2-L44,RTH1-L44,RSH2-L44,RSH1-L44,SH = TH,SH key = TH key
1296,1296,612,撫,抚,v.,comfort,comfort,fǔ,fǔ,to comfort/touch gently with hand,fu3,0.01%,1720,6,1725,1582,RTH1-L45,RTH1-L45,RSH1-L22,RSH1-L22,SH <> TH,SH key = TH key
2665,2665,2732,媒,媒,,matchmaker,matchmaker,méi,méi,medium/intermediary/matchmaker/go-between,mei2,0.01%,1506,6,1726,1752,RTH2-L45,RTH1-L45,RSH2-L45,RSH1-L45,SH = TH,SH key = TH key
2666,2666,2733,煤,煤,,coal,coal,méi,méi,coal,mei2,0.01%,1740,6,1727,1753,RTH2-L45,RTH1-L45,RSH2-L45,RSH1-L45,SH = TH,SH key = TH key
2669,2669,2736,欺,欺,v.,dupe,dupe,qī,qī,take unfair advantage of/to deceive/to cheat,qi1,0.01%,1699,6,1728,1754,RTH2-L45,RTH1-L45,RSH2-L45,RSH1-L45,SH = TH,SH key = TH key
2675,2675,2742,遣,遣,v.,dispatch,dispatch,qiǎn,qiǎn,dispatch,qian3,0.00%,1780,6,1729,1755,RTH2-L45,RTH1-L45,RSH2-L45,RSH1-L45,SH = TH,SH key = TH key
2688,2688,2104,叢,丛,,thicket,thicket,cóng,cóng,cluster/collection/collection of books/thicket,cong2,0.01%,1678,6,1730,1627,RTH2-L46,RTH1-L46,RSH2-L26,RSH1-L26,SH <> TH,SH key = TH key
2690,2690,1831,撲,扑,,pounce on,pounce on,pū,pū,"to rush at/to throw oneself on, rush on",pu1,0.01%,1509,6,1731,1585,RTH2-L46,RTH1-L46,RSH2-L22,RSH1-L22,SH <> TH,SH key = TH key
2696,2696,2767,恭,恭,,respectful,respectful,gōng,gōng,respectful,gong1,0.01%,1742,6,1732,1759,RTH2-L46,RTH1-L46,RSH2-L46,RSH1-L46,SH = TH,SH key = TH key
2701,2701,2771,殿,殿,,ceremonial hall,ceremonial hall,diàn,diàn,palace hall,dian4,0.01%,1555,6,1733,1760,RTH2-L46,RTH1-L46,RSH2-L46,RSH1-L46,SH = TH,SH key = TH key
1322,1322,1367,扁,扁,adj.,flat,flat,biǎn,biǎn|piān,"flat/tablet/inscription, (surname)/small boat, Polygonum aviculare",bian3/pian1,0.01%,1737,6,1734,1761,RTH1-L47,RTH1-L47,RSH1-L47,RSH1-L47,SH = TH,SH key = TH key
2711,2711,1924,溝,沟,n.,ditch,ditch,gōu,gōu,ditch/gutter,gou1,0.01%,1610,6,1735,1595,RTH2-L47,RTH1-L47,RSH2-L22,RSH1-L22,SH <> TH,SH key = TH key
2714,2714,2782,冊,册,,Vol.,Vol.,cè,cè,book/a measure word for books/booklet,ce4,0.01%,1525,6,1736,1762,RTH2-L47,RTH1-L47,RSH2-L47,RSH1-L47,SH <> TH,SH key = TH key
1330,1330,1373,昏,昏,,dusk,dusk,hūn,hūn,muddle-headed/twilight/to faint/to lose consciousness,hun1,0.01%,1561,6,1737,1763,RTH1-L48,RTH1-L48,RSH1-L48,RSH1-L48,SH = TH,SH key = TH key
2725,2725,2794,鋪,铺,n.,shop,shop,pù,pū|pù,"to spread, a store, a bed/a store",pu1/pu4,0.01%,1613,6,1738,1764,RTH2-L48,RTH1-L48,RSH2-L48,RSH1-L48,SH <> TH,SH key = TH key
2743,2743,2807,郵,邮,v.,post,post,yóu,yóu,post (office)/mail,you2,0.01%,1652,6,1739,1766,RTH2-L48,RTH1-L48,RSH2-L48,RSH1-L48,SH <> TH,SH key = TH key
2744,2744,2804,鄧,邓,,Deng,Deng,dèng,Dèng,Deng (Xiaoping),deng4,0.01%,1614,6,1740,1765,RTH2-L48,RTH1-L48,RSH2-L48,RSH1-L48,SH <> TH,SH key = TH key
1354,1354,1398,搬,搬,,relocate,relocate,bān,bān,remove/transport/move/shift,ban1,0.00%,1766,6,1741,1768,RTH1-L49,RTH1-L49,RSH1-L49,RSH1-L49,SH = TH,SH key = TH key
2752,2752,2575,壽,寿,,longevity,longevity,shòu,shòu,(long) life,shou4,0.01%,1615,6,1742,1720,RTH2-L49,RTH1-L49,RSH2-L39,RSH1-L39,SH <> TH,SH key = TH key
2756,2756,2580,籌,筹,,make arrangements,make arrangements,chóu,chóu,a tally/counter/ticket/plan/devise/manage,chou2,0.01%,1677,6,1743,1721,RTH2-L49,RTH1-L49,RSH2-L39,RSH1-L39,SH <> TH,SH key = TH key
1366,1366,1408,鞋,鞋,,shoes,shoes,xié,xié,shoe,xie2,0.01%,1638,6,1744,1769,RTH1-L50,RTH1-L50,RSH1-L50,RSH1-L50,SH = TH,SH key = TH key
1386,1386,797,偽,伪,,bogus,bogus,wěi,wěi,false/fake/forged/bogus,wei3,0.01%,1556,6,1745,1616,RTH1-L51,RTH1-L51,RSH1-L26,RSH1-L26,SH <> TH,SH key = TH key
2786,2786,2845,邪,邪,,wicked,wicked,xié,xié|yé,demonical/iniquitous/nefarious,xie2,0.01%,1539,6,1746,1770,RTH2-L51,RTH1-L51,RSH2-L51,RSH1-L51,SH = TH,SH key = TH key
2788,2788,2032,澳,澳,,deep inlet,deep inlet,ào,ào,Australia/deep bay/cove/bay/harbor/(abbrev) Macao,ao4,0.01%,1627,6,1747,1614,RTH2-L51,RTH1-L51,RSH2-L25,RSH1-L25,SH = TH,SH key = TH key
2796,2796,2849,耗,耗,,consume,consume,hào,hào,mouse/new/to waste/to spend/to consume/to squander,hao4,0.01%,1730,6,1748,1771,RTH2-L51,RTH1-L51,RSH2-L51,RSH1-L51,SH = TH,SH key = TH key
2798,2798,2851,籍,籍,,records,records,jí,jí,(surname)/record/register/native place,ji2,0.01%,1579,6,1749,1772,RTH2-L51,RTH1-L51,RSH2-L51,RSH1-L51,SH = TH,SH key = TH key
2804,2804,2856,帳,帐,,tent,tent,zhàng,zhàng,account/mosquito net/tent/curtain/debt/credit,zhang4,0.01%,1603,6,1750,1773,RTH2-L51,RTH1-L51,RSH2-L51,RSH1-L51,SH <> TH,SH key = TH key
1402,1402,292,邁,迈,v.,stride,stride,mài,mài,take a step,mai4,0.01%,1698,6,1751,1530,RTH1-L52,RTH1-L52,RSH1-L13,RSH1-L13,SH <> TH,SH key = TH key
1407,1407,1445,遙,遥,adj.,remote,remote,yáo,yáo,distant/remote/far/far away,yao2,0.01%,1715,6,1752,1774,RTH1-L52,RTH1-L52,RSH1-L52,RSH1-L52,SH <> TH,SH key = TH key
2809,2809,2864,鳴,鸣,v.,twitter,twitter,míng,míng,to cry (of birds),ming2,0.01%,1680,6,1753,1776,RTH2-L52,RTH1-L52,RSH2-L52,RSH1-L52,SH <> TH,SH key = TH key
2826,2826,2539,鋼,钢,,steel,steel,gāng,gāng|gàng,steel,gang1,0.01%,1609,6,1754,1705,RTH2-L52,RTH1-L52,RSH2-L38,RSH1-L38,SH <> TH,SH key = TH key
2827,2827,2540,崗,岗,,hillock,hillock,gǎng,gāng|gǎng|gàng,mound/policeman's beat,gang3,0.00%,1795,6,1755,1706,RTH2-L52,RTH1-L52,RSH2-L38,RSH1-L38,SH <> TH,SH key = TH key
2839,2839,2883,陶,陶,,pottery,pottery,táo,táo,"pottery, (surname)/pleased/pottery",tao2,0.01%,1601,6,1756,1777,RTH2-L52,RTH1-L52,RSH2-L52,RSH1-L52,SH = TH,SH key = TH key
1429,1429,161,塵,尘,n.,dust,dust,chén,chén,dust/dirt/earth,chen2,0.01%,1718,6,1757,1513,RTH1-L53,RTH1-L53,RSH1-L08,RSH1-L08,SH <> TH,SH key = TH key
1431,1431,1463,熊,熊,n.,bear,bear,xióng,xióng,bear/to scold/to rebuke,xiong2,0.01%,1741,6,1758,1778,RTH1-L53,RTH1-L53,RSH1-L53,RSH1-L53,SH = TH,SH key = TH key
2847,2847,2904,騰,腾,,take flight,take flight,téng,téng|tēng,to soar/to gallop/to rise/to prance/to hover/to move out,teng2,0.01%,1635,6,1759,1781,RTH2-L53,RTH1-L53,RSH2-L53,RSH1-L53,SH <> TH,SH key = TH key
2856,2856,2900,駛,驶,v.,maneuver,maneuver,shǐ,shǐ,hasten/proceed to/sail a vessel,shi3,0.01%,1520,6,1760,1779,RTH2-L53,RTH1-L53,RSH2-L53,RSH1-L53,SH <> TH,SH key = TH key
2858,2858,2902,駕,驾,v.,drive,drive,jià,jià,to drive/to draw/to harness/to mount,jia4,0.01%,1567,6,1761,1780,RTH2-L53,RTH1-L53,RSH2-L53,RSH1-L53,SH <> TH,SH key = TH key
2862,2862,2908,驅,驱,,drive away,drive away,qū,qū,to expel/to urge on/to drive/to run quickly,qu1,0.01%,1511,6,1762,1782,RTH2-L53,RTH1-L53,RSH2-L53,RSH1-L53,SH <> TH,SH key = TH key
2863,2863,2910,騙,骗,v.,cheat,cheat,piàn,piàn,to cheat/to swindle/to deceive/to fool,pian4,0.01%,1503,6,1763,1783,RTH2-L53,RTH1-L53,RSH2-L53,RSH1-L53,SH <> TH,SH key = TH key
2865,2865,2280,遞,递,,hand over,hand over,dì,dì,to hand over/to pass/to give,di4,0.01%,1538,6,1764,1660,RTH2-L53,RTH1-L53,RSH2-L32,RSH1-L32,SH <> TH,SH key = TH key
2868,2868,1977,膚,肤,n.,skin,skin,fū,fū,skin,fu1,0.00%,1790,6,1765,1604,RTH2-L53,RTH1-L53,RSH2-L24,RSH1-L24,SH <> TH,SH key = TH key
2869,2869,2134,盧,卢,,Louvre,Louvre,lú,lú,(surname),lu2,0.01%,1711,6,1766,1635,RTH2-L53,RTH1-L53,RSH2-L28,RSH1-L28,SH <> TH,SH key = TH key
2873,2873,2286,虧,亏,,loss,loss,kuī,kuī,deficiency/deficit,kui1,0.01%,1738,6,1767,1662,RTH2-L53,RTH1-L53,RSH2-L32,RSH1-L32,SH <> TH,SH key = TH key
2878,2878,2329,跨,跨,v.,straddle,straddle,kuà,kuà,step across/step astride,kua4,0.00%,1774,6,1768,1673,RTH2-L53,RTH1-L53,RSH2-L33,RSH1-L33,SH = TH,SH key = TH key
2888,2888,2439,憐,怜,v.,pity,pity,lián,lián,to pity,lian2,0.01%,1599,6,1769,1686,RTH2-L53,RTH1-L53,RSH2-L36,RSH1-L36,SH <> TH,SH key = TH key
2889,2889,2811,鄰,邻,,neighbor,neighbor,lín,lín,neighbor/adjacent/close to,lin2,0.01%,1659,6,1770,1767,RTH2-L53,RTH1-L53,RSH2-L48,RSH1-L48,SH <> TH,SH key = TH key
1439,1439,409,濃,浓,,concentrated,concentrated,nóng,nóng,concentrated/dense,nong2,0.01%,1585,6,1771,1550,RTH1-L54,RTH1-L54,RSH1-L18,RSH1-L18,SH <> TH,SH key = TH key
1451,1451,1479,倆,俩,,duo,duo,liǎ,liǎ|liǎng,"(a numeral-measure word) two/both, craft/cunning",lia3/liang3,0.01%,1574,6,1772,1784,RTH1-L55,RTH1-L55,RSH1-L55,RSH1-L55,SH <> TH,SH key = TH key
1454,1454,1017,彌,弥,v.,fill,fill,mí,mí,"full/to fill, overflowing",mi2,0.00%,1785,6,1773,1659,RTH1-L55,RTH1-L55,RSH1-L32,RSH1-L32,SH <> TH,SH key = TH key
1467,1467,1179,惱,恼,n.,annoyed,annoyed,nǎo,nǎo,get mad,nao3,0.01%,1704,6,1774,1704,RTH1-L55,RTH1-L55,RSH1-L38,RSH1-L38,SH <> TH,SH key = TH key
1483,1483,534,爛,烂,,spoiled,spoiled,làn,làn|lān,overcooked/rotten/soft,lan4,0.01%,1754,6,1775,1565,RTH1-L55,RTH1-L55,RSH1-L20,RSH1-L20,SH <> TH,SH key = TH key
1495,1495,1490,赤,赤,,crimson,crimson,chì,chì,red/scarlet/bare/naked,chi4,0.01%,1660,6,1776,1786,RTH1-L55,RTH1-L55,RSH1-L55,RSH1-L55,SH = TH,SH key = TH key
1499,1499,1499,曰,曰,,sayeth,sayeth,yuē,yuē,to speak/to say,yue1,0.01%,1656,6,1777,1788,RTH1-L55,RTH1-L55,RSH1-L55,RSH1-L55,SH = TH,SH key = TH key
2917,2917,2960,鼠,鼠,,mouse,mouse,shǔ,shǔ,rat/mouse,shu3,0.01%,1693,6,1778,1790,RTH2-L55,RTH1-L55,RSH2-L55,RSH1-L55,SH = TH,SH key = TH key
2921,2921,2243,獵,猎,v.,hunt,hunt,liè,liè,hunting,lie4,0.01%,1687,6,1779,1655,RTH2-L55,RTH1-L55,RSH2-L31,RSH1-L31,SH <> TH,SH key = TH key
2925,2925,2966,搜,搜,v.,search,search,sōu,sōu,to search,sou1,0.01%,1564,6,1780,1791,RTH2-L55,RTH1-L55,RSH2-L55,RSH1-L55,SH = TH,SH key = TH key
2939,2939,2857,譽,誉,,reputation,reputation,yù,yù,reputation,yu4,0.01%,1676,6,1781,1775,RTH2-L55,RTH1-L55,RSH2-L52,RSH1-L52,SH <> TH,SH key = TH key
2943,2943,1794,惠,惠,n.,favor,favor,huì,huì,favor/kind act (from above),hui4,0.01%,1524,6,1782,1574,RTH2-L55,RTH1-L55,RSH2-L21,RSH1-L21,SH = TH,SH key = TH key
2948,2948,1974,聰,聪,,smart,smart,cōng,cōng,quick at hearing/wise/clever/sharp-witted/intelligent/acute,cong1,0.01%,1669,6,1783,1603,RTH2-L55,RTH1-L55,RSH2-L24,RSH1-L24,SH <> TH,SH key = TH key
2960,2960,2328,蹤,踪,,tracks,tracks,zōng,zōng,footprint/trace/tracks,zong1,0.01%,1532,6,1784,1672,RTH2-L55,RTH1-L55,RSH2-L33,RSH1-L33,SH <> TH,SH key = TH key
2962,2962,2717,劑,剂,n.,pharmaceutical,pharmaceutical,jì,jì,dose,ji4,0.01%,1546,6,1785,1749,RTH2-L55,RTH1-L55,RSH2-L44,RSH1-L44,SH <> TH,SH key = TH key
2964,2964,2718,擠,挤,v.,squeeze,squeeze,jǐ,jǐ,crowded/to squeeze,ji3,0.01%,1661,6,1786,1750,RTH2-L55,RTH1-L55,RSH2-L44,RSH1-L44,SH <> TH,SH key = TH key
2967,2967,2948,紐,纽,,New York,New York,niǔ,niǔ,to turn/to wrench/button,niu3,0.00%,1767,6,1787,1789,RTH2-L55,RTH1-L55,RSH2-L55,RSH1-L55,SH <> TH,SH key = TH key
3002,3002,3001,曹,曹,,Cao,Cao,cáo,cáo,a company/a class/a generation/(a surname),cao2,0.01%,1570,6,1788,1792,RTH2-Postscript 1,RTH1-Postscript 1,RSH2-Postscript 1,RSH1-Postscript 1,SH = TH,SH key = TH key
